Nodes,Groups,Reduction
4,1,0
4,1,0
16,1,0
4,1,0
128,6,23.52
16,4,7.31
16,3,14.81
4,2,0
16,1,0
4,1,0
16,2,0
4,3,16.66
4,2,16.66
4,1,0
16,1,0
8,2,13.33
4,1,0
256,17,15.79
4,1,0
4,1,0
4,2,0
256,7,18.36
16,1,0
4,1,0
8,3,20.00
4,1,0
8,1,0
16,1,0
4,2,0
4,1,0
8,1,0
4,1,0
16,1,0
256,19,19.90
4,1,0
16,7,16.66
4,1,0
4,1,0
4,1,0
128,20,15.97
4,3,0
4,1,0
4,1,0
16,7,22.22
16,1,0
128,20,15.97
4,1,0
4,1,0
16,3,9.52
4,1,0
4,1,0
4,2,16.66
8,3,0
4,3,0
16,1,0
4,1,0
8,7,0
8,2,12.50
4,1,0
32,10,0
128,7,-1.49
128,13,17.68
4,3,16.66
128,13,18.98
128,16,17.29
16,1,0
4,1,0
8,5,9.09
256,18,17.28
8,2,13.33
4,1,0
16,1,0
128,18,22.09
16,10,12.50
16,1,0
16,8,9.52
4,1,0
16,1,0
4,1,0
128,15,23.47
128,16,21.55
4,1,0
4,1,0
4,1,0
4,3,16.66
16,1,0
128,8,13.08
128,10,15.60
4,1,0
64,3,13.25
4,3,0
16,1,0
4,1,0
8,1,0
8,1,0
128,17,20.61
4,3,0
4,2,0
16,6,20.83
4,1,0
16,1,0
8,1,0
8,5,14.28
4,2,16.66
128,16,15.95
128,13,16.63
4,2,0
4,2,0
32,2,-2.63
4,1,0
128,9,7.28
16,2,13.15
128,10,21.66
4,1,0
4,2,16.66
16,2,13.15
32,2,7.50
128,16,21.78
16,4,17.74
4,1,0
16,9,8.69
16,8,0
16,2,13.15
4,1,0
128,11,23.17
128,16,22.74
16,2,13.15
4,2,16.66
4,1,0
128,9,21.98
128,17,22.33
16,1,0
4,1,0
128,13,19.72
4,2,16.66
16,1,0
4,1,0
16,1,0
128,12,23.32
128,14,19.42
4,2,16.66
4,1,0
16,1,0
128,10,19.39
4,2,0
16,1,0
4,1,0
128,8,21.46
128,14,11.32
4,2,0
16,1,0
4,1,0
128,20,22.73
128,12,12.21
128,14,12.12
16,1,0
16,1,0
4,1,0
4,2,16.66
4,2,16.66
16,1,0
128,11,20.08
4,1,0
4,2,16.66
4,1,0
4,1,0
128,16,15.49
4,3,0
16,4,16.66
4,1,0
4,1,0
4,1,0
4,1,0
128,8,20.11
16,1,0
8,2,15.38
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
128,15,17.67
4,1,0
128,13,24.43
128,15,15.61
4,1,0
16,1,0
16,7,8.82
16,7,16.66
4,1,0
16,1,0
4,1,0
128,11,24.78
64,17,18.96
16,7,16.66
16,3,21.27
8,1,0
128,11,21.48
128,4,17.42
4,1,0
4,1,0
4,1,0
4,3,0
4,2,16.66
128,22,23.34
16,5,4.00
64,3,8.02
128,8,24.46
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
16,2,0
4,1,0
128,14,22.26
256,6,18.18
128,11,23.90
16,3,21.15
4,3,0
128,14,25.00
8,3,18.18
8,3,0
8,6,8.33
8,8,0
8,4,21.42
64,3,7.08
4,3,0
128,14,21.14
8,4,11.11
8,1,0
8,1,0
8,5,9.09
8,1,0
16,3,-17.85
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
512,7,12.83
4,2,0
4,1,0
128,9,22.16
4,1,0
4,2,0
256,6,19.15
8,1,0
4,1,0
16,3,8.10
4,1,0
256,6,17.08
4,3,16.66
8,4,16.66
8,2,-10.00
8,4,16.66
8,2,14.28
4,1,0
8,3,18.18
4,1,0
32,2,11.49
16,3,5.88
8,1,0
8,2,-10.00
4,1,0
4,2,0
4,1,0
8,2,15.38
4,2,0
8,2,13.33
4,1,0
4,1,0
64,9,20.00
16,3,14.58
8,2,14.28
4,1,0
4,1,0
4,1,0
4,1,0
16,3,14.28
4,2,0
8,2,12.50
4,1,0
4,1,0
4,1,0
128,4,12.02
128,6,21.12
128,8,13.43
128,14,16.18
128,16,18.38
128,18,18.36
16,5,7.14
4,1,0
4,1,0
4,1,0
4,1,0
16,6,-3.44
8,2,12.50
4,4,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
64,12,15.71
4,1,0
4,1,0
4,1,0
16,2,0
4,2,16.66
4,2,16.66
4,1,0
4,2,16.66
4,1,0
4,1,0
4,1,0
16,2,10.81
4,1,0
8,1,0
4,1,0
4,1,0
4,2,16.66
4,2,0
4,2,0
4,1,0
4,3,0
4,1,0
4,1,0
4,2,16.66
4,3,0
4,1,0
4,2,0
4,3,16.66
4,3,0
4,4,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,16.66
4,2,16.66
4,2,0
4,3,0
4,1,0
4,1,0
4,3,0
4,1,0
4,2,16.66
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,16.66
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
64,5,14.00
8,2,0
8,2,0
8,2,-10.00
8,2,0
4,2,0
4,1,0
4,1,0
16,2,15.15
16,2,0
16,2,10.81
16,2,13.33
16,8,4.76
4,2,0
4,1,0
4,1,0
4,1,0
16,8,-3.33
32,5,25.45
16,1,0
4,2,0
16,2,10.81
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
4,2,0
4,1,0
256,7,5.64
512,7,24.05
4,2,0
16,1,0
4,1,0
4,1,0
128,7,28.84
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
32,3,12.50
4,1,0
4,1,0
8,1,0
4,1,0
64,8,14.38
4,1,0
4,1,0
4,1,0
4,1,0
128,14,15.26
32,5,18.36
4,1,0
8,2,12.50
8,1,0
4,1,0
8,3,13.33
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
8,1,0
256,9,20.55
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,2,0
4,1,0
16,1,0
256,7,22.89
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
32,7,16.21
32,8,17.96
16,4,14.81
16,2,8.33
4,1,0
16,3,17.30
64,12,16.50
8,5,0
16,6,5.45
4,1,0
8,2,13.33
8,3,11.11
32,9,20.96
8,3,18.18
4,4,0
8,2,15.38
4,1,0
8,4,16.66
32,3,10.90
4,1,0
32,8,19.67
16,8,9.09
4,2,16.66
4,1,0
8,1,0
4,1,0
32,4,14.08
8,1,0
8,1,0
32,1,0
256,4,12.40
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
16,4,20.37
512,7,20.46
8,1,0
4,1,0
16,5,20.83
4,2,16.66
8,3,20.00
4,2,16.66
4,2,16.66
8,1,0
16,5,19.51
4,2,0
4,1,0
16,1,0
4,1,0
4,1,0
8,1,0
16,8,5.26
4,1,0
4,1,0
4,1,0
8,1,0
512,7,21.33
4,1,0
8,1,0
16,2,-8.33
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
32,1,0
32,2,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,2,16.66
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
512,7,17.38
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,2,15.38
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
256,6,24.34
16,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,13.33
8,2,13.33
8,1,0
8,2,13.33
8,1,0
8,1,0
8,2,-10.00
8,2,-10.00
8,1,0
8,2,12.50
8,1,0
8,1,0
8,3,20.00
8,3,0
8,5,16.66
8,4,11.76
8,3,11.11
8,5,0
8,3,6.25
8,1,0
8,4,11.11
8,2,12.50
8,1,0
8,1,0
8,2,0
8,1,0
8,3,0
8,1,0
8,2,0
8,2,0
8,6,8.33
8,2,14.28
8,3,0
8,2,-10.00
8,1,0
8,2,12.50
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
32,4,16.86
32,4,22.29
256,7,23.79
4,1,0
4,1,0
4,1,0
4,1,0
512,7,22.03
8,2,13.33
8,3,18.18
4,1,0
8,1,0
4,2,16.66
4,1,0
128,4,19.65
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,3,20.00
8,3,18.75
8,2,14.28
8,2,13.33
8,3,18.18
8,4,0
8,2,0
8,2,15.38
8,3,15.38
8,3,20.00
8,5,9.09
8,3,14.28
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,1,0
8,2,13.33
8,1,0
8,1,0
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,1,0
8,2,15.38
8,1,0
8,1,0
8,2,-10.00
8,1,0
8,2,12.50
8,2,12.50
8,1,0
16,2,13.79
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
16,1,0
128,4,20.64
32,6,12.76
32,6,6.87
32,2,6.94
8,1,0
16,2,12.50
4,1,0
32,2,5.19
16,1,0
256,7,18.92
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
256,7,25.25
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
128,3,8.99
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,1,0
8,1,0
8,2,-10.00
8,2,12.50
8,4,16.66
8,3,18.18
8,2,0
8,1,0
8,1,0
8,2,0
8,2,13.33
8,2,13.33
8,2,13.33
8,2,13.33
8,2,13.33
8,2,13.33
8,2,13.33
8,2,13.33
8,1,0
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,2,-10.00
32,3,11.60
32,3,-3.48
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
32,3,20.18
32,3,16.15
16,2,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,2,0
8,2,14.28
8,2,14.28
8,1,0
8,2,13.33
8,2,13.33
8,2,13.33
16,3,16.66
4,1,0
4,1,0
4,1,0
16,2,0
4,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
16,2,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,2,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
16,1,0
16,2,0
4,1,0
4,1,0
16,2,0
16,2,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
16,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
16,2,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
16,2,0
128,4,7.05
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
32,1,0
4,1,0
4,1,0
8,1,0
64,2,0
32,2,7.40
32,2,-1.51
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,2,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
128,6,3.63
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,1,0
8,1,0
8,2,13.33
8,1,0
8,1,0
8,2,15.38
8,2,15.38
8,2,15.38
8,1,0
8,2,-10.00
4,1,0
128,3,8.21
4,1,0
64,7,16.19
4,1,0
4,1,0
512,7,16.93
16,2,0
32,4,-41.93
128,5,9.72
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
256,7,24.11
4,1,0
8,1,0
4,1,0
4,1,0
16,2,12.12
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,2,-10.00
8,2,12.50
8,3,11.11
8,3,20.00
4,1,0
8,4,0
8,1,0
8,2,15.38
8,1,0
8,2,0
8,1,0
8,3,14.28
8,2,13.33
8,1,0
8,2,-10.00
8,3,11.76
8,2,-10.00
8,1,0
8,3,18.18
8,2,-10.00
8,2,15.38
8,3,20.00
8,1,0
8,1,0
8,1,0
8,1,0
8,2,12.50
8,3,18.18
8,2,14.28
8,2,13.33
8,2,12.50
8,2,12.50
8,1,0
8,2,13.33
8,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,4,20.31
4,2,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
8,1,0
16,2,-27.27
4,2,0
4,1,0
4,2,0
8,3,12.50
4,1,0
4,1,0
8,2,12.50
4,1,0
4,1,0
4,1,0
8,3,18.18
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,2,0
8,2,13.33
8,2,-10.00
8,2,12.50
8,1,0
8,2,12.50
8,2,12.50
8,2,13.33
8,3,20.00
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
4,1,0
32,2,-2.63
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
64,4,23.17
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
16,1,0
8,1,0
8,3,18.75
8,2,13.33
8,1,0
32,1,0
8,2,13.33
8,4,21.42
8,1,0
8,2,12.50
8,2,0
8,2,14.28
8,3,11.76
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,2,12.50
8,2,12.50
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,1,0
8,2,13.33
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,2,-10.00
8,2,12.50
8,2,13.33
8,3,20.00
8,2,13.33
8,1,0
8,2,12.50
8,2,12.50
8,1,0
8,1,0
8,3,18.18
8,1,0
8,1,0
4,2,16.66
4,2,0
8,1,0
32,2,12.98
16,1,0
4,1,0
4,2,0
16,1,0
4,1,0
8,2,0
32,3,16.66
32,2,13.15
32,2,12.98
32,2,-1.51
256,7,19.98
64,4,13.69
4,1,0
4,1,0
32,2,-4.00
64,5,0
128,9,26.43
256,7,23.88
8,1,0
4,2,0
4,1,0
4,1,0
64,6,20.70
16,1,0
4,1,0
64,7,20.90
4,1,0
8,1,0
4,1,0
4,1,0
128,4,19.24
8,1,0
8,1,0
32,2,-2.63
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,2,0
16,2,13.15
4,1,0
4,1,0
4,1,0
32,1,0
32,2,10.12
16,2,12.12
8,1,0
8,1,0
8,1,0
32,1,0
32,2,10.12
4,1,0
4,1,0
4,1,0
4,1,0
256,6,20.05
8,1,0
16,1,0
8,1,0
128,8,25.98
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,2,0
8,3,18.75
64,4,18.95
4,1,0
8,1,0
4,1,0
8,1,0
16,4,8.92
8,2,12.50
4,1,0
16,1,0
4,1,0
4,1,0
8,1,0
16,4,14.81
16,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
128,4,20.62
128,3,15.98
128,10,30.36
128,12,4.80
8,1,0
32,2,10.12
4,1,0
8,2,13.33
8,1,0
8,1,0
8,2,12.50
8,1,0
8,1,0
8,2,12.50
32,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
512,7,22.39
16,2,13.15
4,1,0
16,1,0
8,1,0
256,6,14.79
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,3,18.75
8,2,0
8,3,13.33
4,1,0
8,3,0
8,4,9.09
8,1,0
4,1,0
256,5,13.07
4,1,0
8,2,15.38
8,1,0
8,2,15.38
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,2,13.33
8,1,0
8,1,0
8,1,0
8,1,0
8,3,18.18
8,3,18.18
8,1,0
8,5,16.66
8,1,0
8,1,0
8,1,0
16,1,0
16,2,10.81
4,1,0
4,1,0
16,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,2,12.50
16,1,0
4,1,0
8,1,0
16,1,0
8,1,0
16,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
512,7,24.06
4,1,0
4,1,0
8,1,0
4,1,0
128,6,22.85
32,1,0
16,2,13.15
8,1,0
32,3,-6.52
32,6,17.24
16,1,0
4,1,0
64,3,0
32,5,17.07
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
32,3,18.48
32,5,17.39
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
16,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
16,2,12.12
4,1,0
64,2,12.69
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
16,1,0
4,1,0
4,1,0
64,2,-21.42
16,1,0
16,1,0
8,1,0
8,1,0
4,1,0
8,1,0
16,2,13.33
4,1,0
4,1,0
4,1,0
32,1,0
32,1,0
4,1,0
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,1,0
32,1,0
32,1,0
8,1,0
4,1,0
8,1,0
16,1,0
8,1,0
4,1,0
16,2,12.12
32,1,0
64,1,0
128,4,17.96
4,1,0
4,1,0
4,1,0
16,2,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,2,12.12
4,1,0
8,2,12.50
4,1,0
16,2,12.12
4,1,0
4,1,0
4,1,0
16,1,0
16,2,12.12
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
16,2,12.12
16,1,0
4,1,0
16,2,12.12
8,1,0
16,2,12.12
32,1,0
8,1,0
4,1,0
32,2,-45.65
128,3,16.60
16,2,12.12
16,1,0
16,2,12.12
4,1,0
8,1,0
4,1,0
64,2,6.32
64,2,-38.88
512,6,20.08
16,1,0
16,2,12.12
4,1,0
16,1,0
8,1,0
16,2,12.12
32,1,0
32,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
16,2,12.12
4,1,0
4,1,0
16,2,12.12
16,1,0
16,1,0
8,1,0
128,4,14.35
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
16,1,0
32,1,0
64,2,6.32
128,6,8.19
32,2,9.30
32,1,0
32,2,11.42
32,2,11.42
8,2,13.33
4,1,0
8,1,0
8,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,2,13.79
8,1,0
8,1,0
4,1,0
8,1,0
16,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,1,0
16,1,0
512,7,26.59
4,1,0
4,1,0
16,1,0
16,1,0
4,1,0
32,1,0
16,1,0
4,1,0
32,2,0
16,1,0
16,1,0
8,1,0
32,1,0
32,1,0
8,1,0
32,1,0
8,1,0
32,2,0
32,2,11.59
4,1,0
32,3,18.80
4,1,0
4,1,0
8,1,0
32,1,0
32,1,0
16,1,0
32,1,0
32,1,0
32,1,0
4,1,0
8,1,0
64,1,0
16,1,0
4,1,0
8,1,0
32,1,0
32,1,0
8,2,12.50
4,1,0
4,1,0
4,1,0
4,1,0
256,10,23.87
4,1,0
16,1,0
32,1,0
32,1,0
32,2,6.94
4,1,0
16,1,0
8,1,0
4,2,0
4,1,0
16,1,0
8,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
4,1,0
16,1,0
32,2,5.19
64,4,3.87
128,8,15.49
4,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,2,11.11
8,1,0
8,1,0
16,1,0
4,1,0
8,1,0
512,7,21.04
16,1,0
16,1,0
4,1,0
256,11,22.83
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,1,0
32,1,0
4,1,0
4,1,0
8,1,0
8,2,13.33
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
4,1,0
8,1,0
512,7,7.92
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
16,1,0
8,2,13.33
4,1,0
8,1,0
16,1,0
16,1,0
8,1,0
8,1,0
32,1,0
32,1,0
256,6,19.26
16,1,0
4,1,0
4,1,0
4,1,0
64,1,0
4,1,0
64,2,12.12
16,1,0
16,1,0
